date,high,low,open,close,volume,quoteVolume,weightedAverage
1677182400000,24062.61,23759.54,23979.09,23937.95,18.466996,441684.69,23917.73
1677196800000,24126.68,23891.71,23942.81,23951.38,11.972125,287095.64,23980.41
1677211200000,23986.82,23778.64,23951.35,23835.88,17.518919,418485.19,23887.74
1677225600000,23979.40,23767.54,23833.25,23882.78,21.876136,522005.54,23861.93
1677240000000,24014.25,23350.00,23882.73,23351.01,35.568235,841606.44,23663.51
1677254400000,23358.05,22872.01,23351.00,23177.44,86.965755,2005906.6,23065.71
1677268800000,23323.00,22974.72,23175.29,23183.52,28.351498,656979.38,23172.91
1677283200000,23212.21,23053.58,23171.37,23073.06,15.506409,358782.59,23137.76
1677297600000,23125.10,23024.80,23080.88,23119.29,15.726397,363020.53,23083.53
1677312000000,23156.74,22918.01,23119.48,22981.40,20.947931,482458.41,23031.48
1677326400000,23074.35,22875.92,22981.36,23002.24,17.645825,405780.42,22995.88
1677340800000,23080.00,22914.72,23005.54,22976.85,16.651872,383159.08,23010.01
1677355200000,23184.26,22761.01,22976.85,23156.40,19.932249,458416.83,22999.27
1677369600000,23247.84,23069.07,23161.37,23214.59,13.188159,305289.64,23148.89
1677384000000,23227.83,23094.65,23214.62,23148.35,18.184391,421316.09,23169.13
1677398400000,23287.30,23113.26,23150.40,23250.83,17.103239,396973.26,23210.47
1677412800000,23318.09,23134.88,23250.84,23243.90,15.269158,354527.91,23218.61
1677427200000,23543.42,23141.08,23244.13,23523.84,20.017095,466954.97,23328.53
1677441600000,23667.29,23330.00,23504.90,23560.63,31.771279,747887.69,23539.89
1677456000000,23638.66,23423.77,23554.44,23556.38,14.10017,332020.43,23547.37
1677470400000,23560.38,23351.01,23552.67,23423.83,27.231951,638201.79,23435.84
1677484800000,23451.74,23338.33,23420.41,23422.62,18.862787,441245.2,23392.38
1677499200000,23883.42,23369.71,23432.44,23544.14,28.397624,671308.14,23640.58
1677513600000,23612.64,23158.38,23555.71,23278.92,30.946109,721893.81,23327.86
1677528000000,23567.55,23128.52,23268.01,23492.07,21.53023,503276.71,23375.78
1677542400000,23544.34,23352.45,23494.36,23461.61,8.846865,207419.66,23445.6
1677556800000,23469.60,23226.10,23464.34,23229.01,23.690141,553533.37,23365.73
1677571200000,23420.53,23205.21,23222.65,23393.37,18.649332,434689.76,23308.7
1677585600000,23569.68,23304.03,23394.42,23522.75,26.228797,614996.43,23447.44
1677600000000,23593.50,23223.31,23518.68,23257.66,22.983757,537996.03,23408.16
1677614400000,23333.82,23029.43,23257.65,23136.03,23.391875,542352.33,23185.67
1677628800000,23486.01,23030.84,23140.56,23442.42,20.622175,479897.95,23271.49
1677643200000,23836.52,23426.16,23443.00,23717.66,22.466992,531873.34,23674.03
1677657600000,23985.05,23682.00,23711.58,23736.47,19.319788,459362.59,23776.94
1677672000000,23883.25,23576.53,23733.72,23713.95,25.321262,600209.48,23703.85
1677686400000,23743.26,23338.26,23706.82,23358.35,18.692931,441543.43,23621.39
1677700800000,23669.80,23319.82,23350.77,23631.74,22.049216,518316.59,23507.58
1677715200000,23792.17,23424.97,23631.73,23497.88,16.681403,392814.97,23548.34
1677729600000,23554.70,23334.61,23491.53,23392.79,16.680297,391341.24,23461.39
1677744000000,23469.18,23345.03,23389.63,23413.82,17.680456,413945.8,23412.65
1677758400000,23432.19,23207.01,23414.09,23365.22,20.151235,470065.76,23326.99
1677772800000,23497.29,23233.38,23365.27,23464.02,16.479762,384905.77,23356.54
1677787200000,23552.71,23382.65,23459.35,23466.53,12.188088,286005.9,23466.05
1677801600000,23474.48,22050.00,23468.93,22329.26,58.734846,1322506.8,22523.89
1677816000000,22412.83,22262.92,22321.58,22377.44,14.720237,329153.46,22360.64
1677830400000,22465.00,22325.00,22372.13,22346.05,25.375578,567897.67,22379.71
1677844800000,22485.79,22206.00,22344.53,22338.78,58.292422,1304017.25,22370.3
1677859200000,22435.05,22300.01,22336.97,22353.26,65.565552,1465769.19,22355.79
1677873600000,22397.26,22150.02,22351.44,22352.00,57.642067,1284491.45,22284.06
1677888000000,22403.68,22328.97,22350.39,22348.78,41.516299,928619.42,22367.6
1677902400000,22406.47,22275.00,22347.35,22359.86,22.122845,494460.69,22350.69
1677916800000,22378.08,22321.71,22357.81,22354.53,22.246517,497162.44,22347.88
1677931200000,22397.49,22303.38,22354.04,22313.30,50.793204,1135831.82,22361.88
1677945600000,22343.55,22231.57,22311.34,22243.63,15.459791,344882.07,22308.34
1677960000000,22390.88,22184.44,22246.06,22358.65,84.663588,1889008.85,22312.12
1677974400000,22649.97,22224.00,22360.99,22391.07,19.337118,434635.79,22477.46
1677988800000,22484.11,22368.02,22392.42,22374.55,12.037079,269916.7,22423.8
1678003200000,22469.50,22320.46,22373.60,22398.44,10.702741,239608.09,22387.57
1678017600000,22484.85,22391.28,22391.68,22443.46,14.490649,325096.21,22434.91
1678032000000,22456.46,22373.70,22443.45,22397.99,14.029736,314708.62,22431.55
1678046400000,22536.32,22328.35,22398.00,22423.38,12.709846,285012.84,22424.61
1678060800000,22499.04,22300.00,22423.38,22386.85,11.418839,255819.03,22403.3
1678075200000,22430.89,22314.65,22384.53,22375.61,12.41777,277912.83,22380.27
1678089600000,22452.44,22343.72,22379.83,22372.06,26.485469,593066.93,22392.16
1678104000000,22592.14,22330.80,22372.06,22556.47,18.578983,416648.7,22425.95
1678118400000,22584.80,22354.27,22552.14,22394.79,18.607002,418391.1,22485.78
1678132800000,22442.81,22324.32,22393.25,22405.32,16.4032,367395.82,22397.84
1678147200000,22559.55,22379.03,22401.36,22455.49,14.239577,319798.57,22458.48
1678161600000,22478.83,22416.54,22459.05,22417.50,18.139485,407225.39,22449.67
1678176000000,22428.88,22333.29,22417.09,22339.00,25.655134,574393.98,22389.05
1678190400000,22467.66,21950.00,22339.11,22325.34,54.736873,1216520.46,22225.98
1678204800000,22395.32,22090.31,22321.28,22133.40,29.861992,664927.59,22266.81
1678219200000,22221.17,21952.94,22129.90,22199.64,26.517936,585428.72,22076.8
1678233600000,22274.96,22088.73,22199.11,22153.31,25.351797,562654.63,22193.92
1678248000000,22166.39,21850.35,22152.11,21972.31,22.571538,497555.78,22043.75
1678262400000,22132.29,21944.93,21968.98,22085.76,38.714506,852946.01,22031.76
1678276800000,22207.24,21926.43,22085.70,22139.62,120.57429,2657898.23,22043.71
1678291200000,22215.20,21951.43,22139.70,21999.06,17.963522,396149.17,22053.1
1678305600000,22127.12,21600.00,21998.78,21702.16,34.58566,756684.76,21879.98
1678320000000,21802.32,21650.25,21702.17,21767.13,17.357896,377198.47,21730.7
1678334400000,21769.15,21669.15,21769.14,21684.85,7.502173,162986.5,21725.25
1678348800000,21698.58,21550.00,21683.96,21671.08,31.853352,689390.36,21642.65
1678363200000,21839.90,21562.01,21670.35,21649.11,24.299308,526849.11,21681.83
1678377600000,21669.03,20787.95,21647.95,20855.88,50.121621,1064272.17,21237.18
1678392000000,20857.31,20080.00,20855.88,20356.73,65.066411,1327863.95,20409.43
1678406400000,20361.27,19791.00,20358.57,20054.17,41.216218,828638.6,20105.25
1678420800000,20058.96,19768.01,20052.54,19951.17,33.891384,675651.12,19935.9
1678435200000,20075.41,19625.03,19952.56,19757.20,155.46231,3096062.89,19915.47
1678449600000,20448.24,19689.18,19766.43,20015.53,46.026379,922274.53,20039.61
1678464000000,20317.53,19836.44,20012.83,20023.03,29.629789,592693.35,20003.81
1678478400000,20236.29,19861.05,20023.04,20161.29,29.221462,586679.43,20077.43
1678492800000,20664.23,20130.84,20158.64,20398.09,33.298429,678354.47,20372.67
1678507200000,20447.76,19845.55,20389.65,19868.54,41.951208,850923.87,20284.45
1678521600000,20216.19,19783.71,19854.61,20075.95,19.618816,392990.98,20031.63
1678536000000,20201.11,20034.72,20082.24,20071.30,23.972991,481930.05,20103.08
1678550400000,20324.37,20010.00,20071.31,20216.88,12.421495,250469.66,20164.55
1678564800000,20522.61,20216.84,20217.73,20460.09,12.516858,254777.71,20354.88
1678579200000,20492.09,20317.00,20450.45,20372.69,13.794042,281275.98,20391.16
1678593600000,20437.61,20272.52,20372.68,20343.53,14.378671,292724.36,20358.26
1678608000000,20490.35,20334.92,20343.27,20442.59,14.504838,295841.71,20396.11
1678622400000,20456.82,20286.50,20442.60,20357.69,29.263503,596768.15,20392.93
1678636800000,21305.39,20346.47,20357.70,20779.27,31.433934,655531.37,20857.18
1678651200000,22100.00,20760.69,20760.69,21981.89,33.030222,710311.29,21510.57
1678665600000,22558.38,21872.32,21984.65,22245.99,44.44456,989851.58,22272.16
1678680000000,22480.00,22230.57,22243.15,22461.44,20.430047,456935.24,22365.95
1678694400000,22514.40,21826.10,22455.16,22127.04,35.519467,788698.03,22206.44
1678708800000,24451.16,21970.49,22127.01,23959.66,102.837507,2409298.08,23444.5
1678723200000,24376.85,23758.37,23961.41,24269.04,52.15058,1255396.07,24073.41
1678737600000,24300.94,23947.09,24269.04,24101.53,24.761227,597635.76,24136.13
1678752000000,24467.28,23972.11,24112.22,24361.26,29.334023,712615.73,24293.41
1678766400000,24800.14,24142.24,24357.63,24252.49,43.252737,1057242.41,24443.89
1678780800000,24800.16,24123.11,24239.87,24732.37,37.057165,907581.39,24493.09
1678795200000,26336.36,24567.00,24722.62,25899.01,126.662791,3244177.57,25619.49
1678809600000,26019.00,24259.31,25899.55,25045.39,54.359333,1371598.37,25239.24
1678824000000,25144.35,23999.66,25039.36,24690.97,39.174103,962119.54,24562.68
1678838400000,25035.16,24295.77,24679.30,24720.32,15.840279,392326.03,24769.2
1678852800000,24905.97,24612.82,24716.46,24876.88,19.852543,492880.66,24827.19
1678867200000,24907.45,23415.85,24879.33,24745.32,44.775815,1093371.54,24422.52
1678881600000,25155.22,24388.30,24745.33,24460.25,37.872726,936264.37,24722.87
1678896000000,24494.00,23900.00,24468.59,24347.36,27.938982,677688.4,24256.52
1678910400000,24611.20,24234.23,24348.58,24274.61,20.070452,489813.61,24405.03
1678924800000,24438.18,24142.45,24268.50,24258.38,32.632936,795115.32,24365.51
1678939200000,24667.28,24193.91,24261.84,24623.96,20.428788,498632.73,24409
1678953600000,25065.36,24382.27,24616.08,24822.01,43.23448,1071718.84,24789.18
1678968000000,24997.99,24525.58,24822.02,24891.00,20.941825,518960.19,24781.27
1678982400000,25132.75,24627.40,24888.62,24952.05,20.189731,501017.16,24815.96
1678996800000,25076.37,24641.22,24951.63,24997.72,16.989573,422819.91,24887.45
1679011200000,25884.86,24892.91,24995.57,25773.31,26.883024,683606.57,25432.93
1679025600000,26176.17,25654.95,25774.58,26062.56,33.449476,865650.62,25880.28
1679040000000,26947.34,25935.15,26059.18,26907.04,55.810371,1477194.6,26470.98
1679054400000,26935.97,26130.03,26905.63,26421.76,25.625568,679549.91,26519.5
1679068800000,26843.91,26286.11,26414.84,26817.88,29.120859,773522.94,26563.38
1679083200000,27702.00,26600.39,26815.06,27384.12,81.539245,2227681.22,27323.3
1679097600000,27702.00,27080.13,27386.70,27310.07,80.683138,2210934.72,27402.93
1679112000000,27590.48,27214.41,27310.07,27357.94,20.82635,571391.91,27436.36
1679126400000,27500.32,27080.12,27357.95,27445.66,24.315122,665962.95,27389.2
1679140800000,27633.93,27073.95,27442.21,27223.38,17.345211,474670.55,27366.61
1679155200000,27465.04,26600.00,27216.87,27321.89,32.940156,892808.43,27105.66
1679169600000,27417.00,26825.17,27320.90,26905.78,13.376477,362860.92,27128.35
1679184000000,27221.00,26907.93,26907.93,27210.35,6.902376,187071.68,27102.7
1679198400000,27276.88,26835.07,27195.38,26967.35,9.493538,256637.42,27033.27
1679212800000,27189.93,26887.88,26979.73,27156.62,9.315974,251784.69,27027.3
1679227200000,27740.97,27122.66,27179.77,27556.98,17.382278,476116.44,27391.99
1679241600000,28350.00,27507.33,27547.21,28236.61,56.244896,1576291.1,28026.49
1679256000000,28600.00,27756.05,28240.31,27955.25,46.617202,1313777.69,28183.64
1679270400000,28045.67,27146.09,27955.25,27272.23,30.527463,841604.85,27570.7
1679284800000,28244.64,27148.60,27274.26,28172.35,26.498144,733721.41,27692.64
1679299200000,28450.00,27977.56,28179.97,28192.63,28.907126,814442.7,28174.82
1679313600000,28250.24,27667.64,28194.06,27679.07,34.850609,974738.78,27969.92
1679328000000,28020.00,27477.71,27707.64,27777.58,26.77126,742718.39,27743.96
1679342400000,28600.00,27596.03,27775.68,27718.10,35.096018,981102.05,27955.68
1679356800000,27943.78,27669.50,27726.95,27792.94,14.514511,403655.17,27810.52
1679371200000,27968.79,27344.00,27787.25,27496.52,29.29304,810032.26,27653.97
1679385600000,28147.74,27404.95,27505.54,28026.61,37.642466,1047888.43,27839.56
1679400000000,28229.05,27750.31,28032.27,28050.43,25.451677,712743.28,28004.15
1679414400000,28420.00,27957.82,28050.26,28112.49,25.326302,714032.55,28193.77
1679428800000,28205.99,27930.30,28123.59,28108.27,15.071621,422750.63,28049.6
1679443200000,28260.00,27955.24,28100.37,28151.73,9.483482,266335.84,28084.31
1679457600000,28274.23,28052.82,28153.14,28100.87,12.638251,355895.33,28160.25
1679472000000,28198.99,28001.01,28098.79,28125.52,8.091458,227447.81,28109.67
1679486400000,28720.00,28101.32,28120.72,28583.63,24.601769,699978.92,28453.36
1679500800000,28800.00,26660.00,28586.43,26660.00,81.138226,2266431,27949.16
1679515200000,27420.82,26648.00,26660.01,27250.91,27.628509,749396.03,27125.23
1679529600000,27426.35,27118.91,27247.10,27362.27,8.900732,242900.81,27290.09
1679544000000,27689.00,27262.32,27359.64,27634.13,8.648785,238148.32,27535.9
1679558400000,27706.30,27434.02,27634.14,27574.99,16.11667,444954.5,27608.41
1679572800000,28724.99,27288.97,27574.99,28586.10,31.180779,875576.73,28089.21
1679587200000,28631.59,27720.70,28565.11,28369.05,28.937385,815399.93,28180.21
1679601600000,28416.77,27969.03,28372.45,28287.79,8.53841,241135.15,28241.51
1679616000000,28364.71,28146.58,28290.72,28217.12,6.758595,190902.08,28245.89
1679630400000,28333.86,28116.67,28221.16,28279.78,11.385923,321482.55,28235.16
1679644800000,28300.43,27497.03,28276.53,27650.08,43.13882,1206672.5,27973.36
1679659200000,28225.64,27553.35,27553.35,28000.14,24.004538,671071.85,27956.61
1679673600000,28037.78,27540.08,28006.59,27833.85,14.557576,404035.11,27754.62
1679688000000,27856.19,27012.53,27809.21,27440.70,21.832865,599159.71,27444.89
1679702400000,27654.76,27418.16,27440.71,27571.98,5.758724,158564.32,27534.75
1679716800000,27610.95,27382.63,27576.09,27487.00,5.35606,147365.88,27513.9
1679731200000,27535.66,27333.60,27483.98,27468.51,8.838441,242561.21,27443.96
1679745600000,27768.22,27330.30,27467.77,27660.05,14.90218,409563.75,27483.95
1679760000000,27718.22,27175.02,27660.03,27190.56,16.256748,447336.03,27517.78
1679774400000,27519.13,27168.79,27191.41,27470.19,5.603886,153632.37,27415.47
1679788800000,27633.93,27419.02,27455.24,27529.89,5.071988,139794.44,27562.13
1679803200000,27565.58,27469.85,27532.15,27508.24,3.953998,108769.96,27508.86
1679817600000,27873.13,27481.28,27508.13,27851.18,10.489801,290247.56,27669.71
1679832000000,28163.21,27712.09,27861.63,27815.37,16.877056,471427.91,27933.52
1679846400000,27917.15,27654.96,27815.95,27828.77,10.471833,291178.61,27805.94
1679860800000,28121.79,27675.54,27828.77,27968.27,16.475579,459880.1,27913.53
1679875200000,28018.37,27797.31,27968.27,27886.65,10.028498,279717.29,27892.34
1679889600000,27934.43,27670.00,27888.12,27790.23,5.481127,152523.61,27827.19
1679904000000,27971.67,27761.46,27800.75,27891.65,5.005123,139596.78,27890.87
1679918400000,27914.30,26534.93,27892.47,26908.20,44.04882,1198646.25,27217.02
1679932800000,27293.37,26880.47,26898.19,26952.01,17.026753,461209.24,27087.63
1679947200000,27223.27,26908.21,26962.49,27116.04,8.538552,231476.84,27109.72
1679961600000,27169.29,26818.91,27123.98,26976.34,17.3647,468718.92,26992.68
1679976000000,27134.88,26892.78,26981.21,26948.87,8.162164,220160.02,26973.38
1679990400000,27150.29,26666.66,26948.87,27078.38,30.50377,819438.12,26863.87
1680004800000,27183.77,26855.50,27065.30,27003.49,13.938376,376334.64,27000.15
1680019200000,27496.84,26778.69,26989.58,27422.58,21.825841,592206.01,27134.58
1680033600000,27448.79,27119.55,27417.75,27259.81,40.354485,1097197.3,27189.09
1680048000000,27479.24,27257.14,27267.64,27369.51,8.442748,230815.66,27338.96
1680062400000,28150.00,27350.03,27354.47,28064.42,21.195108,591852.81,27925.78
1680076800000,28622.44,28034.58,28083.70,28360.67,21.017106,597100.94,28410.73
1680091200000,28569.99,28249.20,28342.37,28447.04,12.656088,359129.67,28376.16
1680105600000,28440.75,28149.58,28437.95,28401.48,11.710786,331336.78,28293.47
1680120000000,28490.45,28218.71,28399.65,28350.29,7.713702,218929.89,28382.11
1680134400000,29169.99,28100.00,28342.85,28486.38,38.117145,1093898.26,28700.87
1680148800000,28817.85,28452.37,28483.47,28747.00,22.629116,647313.24,28605.56
1680163200000,28750.99,28486.46,28729.50,28654.07,14.008369,400841.52,28614.53
1680177600000,28689.99,28187.79,28651.72,28298.38,17.215313,489061.64,28409.26
1680192000000,28302.07,27700.00,28302.07,27968.16,31.537681,881679.28,27957.09
1680206400000,28176.50,27808.63,27966.22,28032.83,5.333724,149555.43,28039.74
1680220800000,28372.11,27940.89,28022.38,28162.70,17.751477,498590.25,28087.44
1680235200000,28211.94,27536.84,28151.64,27740.00,17.619163,491874.33,27918.59
1680249600000,27977.00,27700.06,27730.34,27927.80,7.058231,196412.81,27827.66
1680264000000,28649.01,27880.76,27926.20,28496.98,27.01669,764921.43,28314.29
1680278400000,28542.86,28252.00,28486.43,28468.56,10.706435,303830,28378.34
1680292800000,28614.17,28342.83,28456.08,28469.67,10.301513,293511.82,28492.23
1680307200000,28795.00,28403.40,28469.64,28530.69,7.437397,212500.79,28572.27
1680321600000,28614.73,28343.70,28530.80,28416.57,5.949662,169227.72,28443.43
1680336000000,28479.98,28354.14,28417.00,28355.02,6.740495,191530.88,28414.96
1680350400000,28434.84,28253.00,28361.73,28399.41,10.326479,292884.85,28362.54
1680364800000,28440.89,28299.26,28399.41,28379.99,8.220841,233110.02,28355.99
1680379200000,28555.21,28378.91,28379.98,28455.58,7.455783,212476.21,28498.27
1680393600000,28518.21,28352.45,28455.58,28471.67,2.708356,76979.91,28423.15
1680408000000,28478.93,28381.62,28464.22,28418.69,2.315561,65871.82,28447.47
1680422400000,28446.57,28303.14,28412.07,28355.70,3.311215,93981.12,28382.68
1680436800000,28359.94,28040.07,28355.10,28123.33,13.370013,377129.59,28207.38
1680451200000,28229.87,27855.88,28123.32,27944.00,11.472643,321964.12,28063.92
1680465600000,28203.63,27860.21,27941.05,28171.86,8.723232,244313.15,28007.55
1680480000000,28190.57,27581.45,28173.04,27763.37,12.066046,335156.89,27777.66
1680494400000,27948.99,27609.68,27752.44,27931.30,7.051256,195863.82,27777.56
1680508800000,28490.00,27950.18,27953.52,28259.23,19.740297,558725.99,28304.15
1680523200000,28364.46,27961.53,28252.47,28059.24,36.300987,1020781.52,28120.11
1680537600000,28215.41,27896.51,28059.24,28085.20,23.366442,655426.53,28050.12
1680552000000,28090.81,27234.02,28085.20,27802.75,49.100111,1360109.79,27701.97
1680566400000,27962.53,27675.38,27802.76,27865.96,13.523972,375961,27799.78
1680580800000,28131.12,27768.80,27854.62,28014.50,12.994667,363786.11,27995.27
1680595200000,28400.00,27944.80,28010.28,28286.54,20.383255,575596.05,28238.98
1680609600000,28380.17,27958.47,28283.71,28040.36,24.015252,678144.32,28238.63
1680624000000,28265.85,27975.50,28034.81,28190.63,8.706703,245218.62,28164.48
1680638400000,28297.50,28080.81,28182.42,28164.56,6.934334,195564.38,28202.38
1680652800000,28769.43,28106.61,28160.03,28542.48,28.612075,816265.49,28529.35
1680667200000,28600.00,28441.45,28537.08,28516.34,7.877179,224470.72,28496.38
1680681600000,28594.87,28441.48,28516.38,28556.00,4.745472,135269.31,28504.95
1680696000000,28726.42,27869.09,28543.04,28029.59,48.573556,1371404.83,28235.13
1680710400000,28295.30,27823.33,28030.81,28247.67,20.245303,567562.48,28034.67
1680724800000,28270.90,28127.41,28247.67,28173.02,7.373098,207993.75,28209.87
1680739200000,28173.01,27893.86,28173.00,28136.34,10.077719,282242.82,28006.74
1680753600000,28130.51,27916.62,28117.71,27923.89,7.894926,221341.59,28036.04
1680768000000,28028.43,27727.28,27915.50,27949.92,11.111526,309563.98,27859.88
1680782400000,28090.60,27874.71,27956.05,27946.80,9.757946,273390.88,28017.32
